9/19/2021/6:28:58 PM	7200	2	F540/W60/M3000	Inf	-1.014	0.643	98.32	96.97	97.76	21.00	Inf	-1.434	0.862	98.42	96.67	97.54	21.00	Inf	-2.441	0.942	98.12	95.95	97.19	21.00	Inf	-0.946	0.619	98.58	97.19	97.93	21.00	Inf	-4.549	0.983	98.17	94.40	96.43	21.00	Inf	-1.315	0.814	97.75	96.26	97.09	21.00	Inf	-2.342	0.961	97.95	95.78	96.87	21.00	Inf	-7.283	0.987	97.69	91.57	94.73	21.00	21.00	0.00	0.00
9/19/2021/7:28:58 PM	10800	3	F540/W60/M3000	Inf	-1.388	0.746	98.35	96.68	97.62	20.99	Inf	-1.499	0.864	98.41	96.64	97.52	20.99	Inf	-2.833	0.958	98.10	95.54	97.01	20.99	Inf	-1.288	0.717	98.61	96.86	97.85	20.99	Inf	-5.318	0.988	98.20	93.62	96.09	20.99	Inf	-1.496	0.864	97.72	96.06	96.99	20.99	Inf	-2.719	0.976	97.94	95.40	96.74	20.99	Inf	-7.678	0.997	97.87	91.38	94.71	20.99	20.99	0.00	0.00
9/19/2021/8:28:58 PM	14400	4	F540/W60/M3000	Inf	-1.742	0.832	98.23	96.38	97.43	20.98	Inf	-1.707	0.886	98.40	96.36	97.41	20.98	Inf	-3.174	0.965	97.96	95.14	96.71	20.98	Inf	-1.664	0.808	98.54	96.56	97.67	20.98	Inf	-6.190	0.992	97.98	92.87	95.66	20.98	Inf	-1.717	0.902	97.73	95.87	96.87	20.98	Inf	-3.101	0.983	97.92	95.16	96.57	20.98	Inf	-8.210	0.998	97.90	90.98	94.45	20.98	20.98	0.00	0.00
9/19/2021/9:28:58 PM	18000	5	F540/W60/M3000	Inf	-2.149	0.894	98.19	96.03	97.26	20.99	Inf	-1.863	0.900	98.35	96.29	97.34	20.99	Inf	-3.681	0.972	97.78	94.70	96.44	20.99	Inf	-2.009	0.872	98.47	96.29	97.50	20.99	Inf	-7.143	0.995	97.94	92.00	95.17	20.99	Inf	-1.884	0.920	97.62	95.72	96.77	20.99	Inf	-3.384	0.985	97.87	94.89	96.38	20.99	Inf	-8.713	0.997	97.71	90.44	94.00	20.99	20.99	0.00	0.00
9/19/2021/10:28:58 PM	21600	6	F540/W60/M3000	Inf	-2.662	0.920	98.15	95.61	97.02	21.00	Inf	-2.038	0.914	98.35	95.96	97.22	21.00	Inf	-3.942	0.972	97.56	94.22	96.13	21.00	Inf	-2.352	0.892	98.31	95.98	97.29	21.00	Inf	-8.126	0.995	97.72	91.03	94.59	21.00	Inf	-2.251	0.928	97.54	95.33	96.58	21.00	Inf	-3.808	0.985	97.82	94.45	96.16	21.00	Inf	-8.962	0.997	97.15	89.57	93.47	21.00	21.00	0.00	0.00
9/19/2021/11:28:58 PM	25200	7	F540/W60/M3000	Inf	-3.180	0.950	97.94	95.05	96.69	20.99	Inf	-2.219	0.929	98.30	95.94	97.09	20.99	Inf	-4.819	0.987	97.81	93.75	95.98	20.99	Inf	-2.849	0.929	98.24	95.49	97.02	20.99	Inf	-9.304	0.997	97.62	89.83	93.97	20.99	Inf	-2.517	0.951	97.44	95.10	96.39	20.99	Inf	-4.247	0.990	97.72	94.05	95.93	20.99	Inf	-9.817	0.998	97.15	88.83	93.06	20.99	20.99	0.00	0.00
9/20/2021/12:28:58 AM	28800	8	F540/W60/M3000	Inf	-3.618	0.958	97.78	94.68	96.44	20.99	Inf	-2.445	0.943	98.24	95.67	96.97	20.99	Inf	-5.267	0.989	97.69	93.21	95.70	20.99	Inf	-3.181	0.945	98.15	95.12	96.79	20.99	Inf	-10.563	0.998	97.47	88.77	93.34	20.99	Inf	-2.788	0.962	97.34	94.78	96.19	20.99	Inf	-4.590	0.992	97.67	93.68	95.68	20.99	Inf	-10.940	0.998	97.33	88.20	92.75	20.99	20.99	0.00	0.00
9/20/2021/1:28:58 AM	32400	9	F540/W60/M3000	Inf	-4.302	0.966	97.69	94.03	96.14	20.98	Inf	-2.693	0.955	98.14	95.30	96.80	20.98	Inf	-5.862	0.990	97.60	92.72	95.36	20.98	Inf	-3.767	0.953	97.87	94.57	96.49	20.98	Inf	-11.961	0.998	97.42	87.55	92.65	20.98	Inf	-3.245	0.971	97.26	94.33	95.94	20.98	Inf	-5.166	0.995	97.61	93.13	95.37	20.98	Inf	-11.488	0.999	97.10	87.45	92.32	20.98	20.99	0.00	0.00
9/20/2021/2:28:58 AM	36000	10	F540/W60/M3000	Inf	-4.936	0.980	97.53	93.44	95.79	21.00	Inf	-2.924	0.967	97.99	95.13	96.60	21.00	Inf	-6.438	0.994	97.47	92.12	95.01	21.00	Inf	-4.272	0.973	97.74	93.84	96.13	21.00	Inf	-13.414	0.999	97.36	86.28	91.99	21.00	Inf	-3.592	0.980	97.17	93.95	95.68	21.00	Inf	-5.700	0.992	97.47	92.63	95.04	21.00	Inf	-12.300	0.998	96.91	86.49	91.62	21.00	21.01	0.00	0.00
9/20/2021/3:28:58 AM	39600	11	F540/W60/M3000	Inf	-5.724	0.987	97.41	92.67	95.38	21.00	Inf	-3.151	0.974	97.91	94.96	96.44	21.00	Inf	-7.012	0.995	97.33	91.57	94.68	21.00	Inf	-4.803	0.981	97.58	93.31	95.78	21.00	Inf	-14.557	0.999	97.19	85.18	91.29	21.00	Inf	-3.954	0.985	97.06	93.51	95.39	21.00	Inf	-6.169	0.994	97.31	91.97	94.70	21.00	Inf	-13.450	0.998	97.04	85.70	91.24	21.00	21.00	0.00	0.00
9/20/2021/4:28:58 AM	43200	12	F540/W60/M3000	Inf	-6.562	0.991	97.27	91.92	94.89	20.99	Inf	-3.485	0.981	97.87	94.53	96.17	20.99	Inf	-7.577	0.996	97.17	91.03	94.32	20.99	Inf	-5.487	0.984	97.40	92.94	95.41	20.99	Inf	-16.091	0.999	97.25	83.79	90.55	20.99	Inf	-4.414	0.985	96.96	93.06	95.10	20.99	Inf	-6.899	0.994	97.45	91.51	94.35	20.99	Inf	-14.211	0.999	96.72	84.74	90.69	20.99	21.00	0.00	0.00
9/20/2021/5:28:58 AM	46800	13	F540/W60/M3000	Inf	-7.387	0.992	97.09	91.10	94.42	20.99	Inf	-3.718	0.984	97.62	94.29	95.96	20.99	Inf	-8.146	0.997	97.03	90.47	93.94	20.99	Inf	-6.140	0.988	97.28	92.18	94.99	20.99	Inf	-17.470	0.999	96.94	82.46	89.87	20.99	Inf	-4.946	0.989	96.93	92.40	94.79	20.99	Inf	-7.273	0.996	97.21	91.04	94.05	20.99	Inf	-15.414	0.999	96.83	83.82	90.16	20.99	20.99	0.00	0.00
9/20/2021/6:28:58 AM	50400	14	F540/W60/M3000	Inf	-8.242	0.994	96.97	90.30	93.97	20.99	Inf	-4.095	0.987	97.51	93.89	95.70	20.99	Inf	-8.671	0.997	96.90	89.78	93.59	20.99	Inf	-6.734	0.989	97.05	91.57	94.64	20.99	Inf	-18.606	0.999	96.91	81.41	89.22	20.99	Inf	-5.312	0.989	96.72	92.04	94.47	20.99	Inf	-7.842	0.995	97.19	90.36	93.70	20.99	Inf	-15.930	0.998	96.57	83.09	89.63	20.99	21.00	0.00	0.00
9/20/2021/7:28:58 AM	54000	15	F540/W60/M3000	Inf	-9.081	0.995	96.90	89.58	93.56	20.99	Inf	-4.354	0.990	97.40	93.60	95.50	20.99	Inf	-9.317	0.998	96.74	89.12	93.16	20.99	Inf	-7.387	0.992	96.92	90.87	94.25	20.99	Inf	-19.888	0.999	96.96	80.28	88.57	20.99	Inf	-5.782	0.992	96.77	91.58	94.21	20.99	Inf	-8.436	0.996	97.13	89.73	93.35	20.99	Inf	-17.019	0.998	96.59	82.01	89.09	20.99	20.99	0.00	0.00
