"","Chamber.No","Ind","Mass","Volume","Date.Time","Phase","Temp","Slope.with.BR","Slope","SE","R2","MR.abs.with.BR","BR","MR.abs","MR.mass","DO.unit","Trial","Temperature","Event"
"1","CH1","1",13.87,317,(2021-Oct-18 12:32:27),"M73",20.9725555555556,-0.00211902244605458,-0.0018805884536019,9.66181561292891e-06,0.995325523109999,2.31242138666109,11.2520748846537,2.05222600058524,147.961499681704,"mg O2","SMR",21,1
"2","CH2","2",9.23,317,(2021-Oct-18 09:44:27),"M59",20.9675,-0.00170976975459703,-0.00146110367003255,1.89670445619124e-05,0.97091429828007,1.89437701454038,14.5438345657887,1.6188619554933,175.39132778909,"mg O2","SMR",21,1
"3","CH3","3",12.37,317,(2021-Oct-18 11:32:27),"M68",20.9677222222222,-0.00201262595083564,-0.00173808295695934,1.0767086365256e-05,0.993234687484206,2.20718247625102,13.641034180361,1.90609996024268,154.090538418972,"mg O2","SMR",21,1
"4","CH4","4",12.34,317,(2021-Oct-18 02:33:28),"M23",20.9595555555556,-0.00221007041361985,-0.00204011104286999,2.09418359321467e-05,0.981597698292552,2.42395218796833,7.69022424364703,2.23754482915477,181.324540450144,"mg O2","SMR",21,1
"5","CH5","5",10.22,317,(2021-Oct-18 09:56:27),"M60",20.9628333333333,-0.00183254457880081,-0.00151303732926169,1.2034132068459e-05,0.988867341669625,2.02387689318425,17.4351692851154,1.67101053073524,163.503965825366,"mg O2","SMR",21,1
"6","CH6","6",14.066,317,(2021-Oct-18 04:21:28),"M32",20.9432222222222,-0.00216764022704584,-0.00190002588722158,1.03881899133415e-05,0.994742140642495,2.36394692834365,12.3458836242847,2.07209679163049,147.312440752914,"mg O2","SMR",21,1
"7","CH7","7",13.914,317,(2021-Oct-18 11:32:27),"M68",20.9677222222222,-0.00215595665273135,-0.00181242652582576,1.56488570380697e-05,0.986904612720578,2.35238500097904,15.9339997151789,1.97755598162313,142.127064943448,"mg O2","SMR",21,1
"8","CH8","8",13.9975,317,(2021-Oct-18 03:57:28),"M30",20.9538888888889,-0.00227511250712706,-0.00192879450911225,1.10619028060248e-05,0.994199586394806,2.48171319878676,15.2220163587482,2.10394640969023,150.308727250597,"mg O2","SMR",21,1
"9","CH1","1",10.51,317,(2021-Oct-19 21:21:42),"M2",23.0444444444444,-0.00211910760783244,-0.00186429627327941,1.20634876160141e-05,0.992622534494513,2.33814704660843,12.0244641476072,2.05699739327066,195.718115439644,"mg O2","SMR",23,2
"10","CH2","2",13.57,317,(2021-Oct-19 21:33:42),"M3",23.0357222222222,-0.00250622056084389,-0.00220634821611247,1.92864834957952e-05,0.986620296625836,2.7376650171967,11.9651218817888,2.41010006117402,177.605015561829,"mg O2","SMR",23,2
"11","CH3","3",10.92,317,(2021-Oct-20 12:21:42),"M77",22.9857222222222,-0.00197831841662456,-0.00159441854993677,1.07802213152275e-05,0.99192933873118,2.1798853234576,19.405362830459,1.75687066715273,160.885592230104,"mg O2","SMR",23,2
"12","CH4","4",14.26,317,(2021-Oct-20 05:33:42),"M43",22.9241666666667,-0.00254977035984083,-0.00221891514480627,1.73082874994737e-05,0.989288363078955,2.77890292345756,12.9758828577491,2.41831573537914,169.58735872224,"mg O2","SMR",23,2
"13","CH5","5",7.9,317,(2021-Oct-19 21:21:42),"M2",23.0444444444444,-0.0016891570004771,-0.00129361189473245,8.96386771257379e-06,0.991528611709032,1.8796263438509,23.4167164824189,1.43947957198248,182.212604048415,"mg O2","SMR",23,2
"14","CH6","6",12.53,317,(2021-Oct-20 10:57:42),"M70",22.9673888888889,-0.00228791979700223,-0.0018095868028688,1.52103022959262e-05,0.987582430320751,2.50777058613577,20.9068951962464,1.98347361793007,158.297974296095,"mg O2","SMR",23,2
"15","CH7","7",10.23,317,(2021-Oct-20 03:33:42),"M33",22.9439444444444,-0.00225557070117181,-0.00184714296106042,1.10654052321673e-05,0.993661554126316,2.49098912639451,18.1075122096239,2.03993296619222,199.406937066688,"mg O2","SMR",23,2
"16","CH8","8",9.91,317,(2021-Oct-20 02:45:42),"M29",22.9532222222222,-0.00192184277705096,-0.00140987334065188,1.24262416418941e-05,0.986372980893862,2.12464331425649,26.6395067542772,1.55864881505083,157.280405151446,"mg O2","SMR",23,2
"17","CH1","1",13.9,317,(2021-Oct-21 23:32:55),"M14",24.99875,-0.0027034567911557,-0.00237869674113661,1.7704100310492e-05,0.993499319514163,2.94990391223746,12.012770134945,2.59553873605862,186.729405471843,"mg O2","SMR",25,3
"18","CH2","2",11.99,317,(2021-Oct-22 10:54:55),"M76",24.9770833333333,-0.0029365955646208,-0.00244534370529451,2.2306354591278e-05,0.990272446911703,3.22448764739397,16.728618174213,2.68507542078677,223.942904152358,"mg O2","SMR",25,3
"19","CH3","3",10.86,317,(2021-Oct-22 09:37:55),"M69",24.9725,-0.00252030651846399,-0.00203720097494459,1.70358362189557e-05,0.991815867374168,2.77763989522524,19.1685233514307,2.24520734329033,206.741007669459,"mg O2","SMR",25,3
"20","CH4","4",12.53,317,(2021-Oct-22 11:49:55),"M81",24.9590833333333,-0.00319070069978417,-0.00255943686054813,2.84413535048697e-05,0.985605588882504,3.49730151142783,19.7844893216949,2.80537826735192,223.892918384032,"mg O2","SMR",25,3
"21","CH5","5",12.09,317,(2021-Oct-22 10:21:55),"M73",24.9718333333333,-0.00300817507835271,-0.00253039090297945,1.68549040062029e-05,0.994755523730963,3.30200158730589,15.8828579763016,2.77754936481887,229.739401556565,"mg O2","SMR",25,3
"22","CH6","6",11.34,317,(2021-Oct-22 09:48:55),"M70",24.9759166666667,-0.00230609790327445,-0.00177487383240191,2.21214824602258e-05,0.981988615938653,2.53757478641353,23.0356252489648,1.95302856820309,172.224741464117,"mg O2","SMR",25,3
