10/9/2021/11:12:03 PM	12700	5	F480/W60/M2000	Inf	-6.040	0.989	98.27	94.80	96.46	21.12	Inf	-6.100	0.982	98.08	94.34	96.21	21.12	Inf	-5.574	0.988	98.12	94.98	96.50	21.12	Inf	-6.458	0.971	98.41	94.37	96.28	21.12	Inf	-7.004	0.989	98.02	93.99	96.00	21.12	Inf	-7.447	0.984	98.30	93.73	95.93	21.12	Inf	-6.789	0.978	98.02	94.01	95.89	21.12	Inf	-7.686	0.988	98.29	93.84	95.95	21.12	21.12	0.00	0.00
10/9/2021/11:54:23 PM	15240	6	F480/W60/M2000	Inf	-5.915	0.990	98.18	94.83	96.47	21.12	Inf	-6.140	0.981	98.11	94.52	96.22	21.12	Inf	-5.786	0.990	98.18	94.94	96.50	21.12	Inf	-6.497	0.974	98.53	94.36	96.27	21.12	Inf	-7.005	0.990	98.01	94.02	95.98	21.12	Inf	-7.533	0.985	98.19	93.83	95.89	21.12	Inf	-6.774	0.981	98.10	94.09	95.89	21.12	Inf	-7.667	0.987	98.36	93.80	95.94	21.12	21.12	0.00	0.00
10/10/2021/12:36:43 AM	17780	7	F480/W60/M2000	Inf	-5.920	0.991	98.21	94.92	96.52	21.13	Inf	-6.127	0.983	98.06	94.46	96.24	21.13	Inf	-5.707	0.990	98.17	94.97	96.49	21.13	Inf	-6.379	0.978	98.28	94.47	96.28	21.13	Inf	-7.085	0.992	98.04	93.92	95.95	21.13	Inf	-7.595	0.988	98.23	93.81	95.87	21.13	Inf	-6.888	0.985	98.12	93.93	95.87	21.13	Inf	-7.653	0.989	98.25	93.79	95.94	21.13	21.13	0.00	0.00
10/10/2021/1:19:03 AM	20320	8	F480/W60/M2000	Inf	-5.788	0.990	98.16	94.96	96.51	21.13	Inf	-6.027	0.983	98.12	94.38	96.23	21.13	Inf	-5.615	0.990	98.10	94.93	96.48	21.13	Inf	-6.280	0.975	98.33	94.33	96.28	21.13	Inf	-7.062	0.991	98.10	93.96	95.95	21.13	Inf	-7.572	0.987	98.19	93.82	95.86	21.13	Inf	-6.880	0.982	98.04	94.00	95.85	21.13	Inf	-7.593	0.988	98.27	93.83	95.92	21.13	21.13	0.00	0.00
10/10/2021/2:01:23 AM	22860	9	F480/W60/M2000	Inf	-5.773	0.989	98.15	94.91	96.53	21.13	Inf	-6.064	0.982	98.24	94.56	96.25	21.13	Inf	-5.622	0.989	98.10	94.91	96.48	21.13	Inf	-6.252	0.972	98.27	94.44	96.29	21.13	Inf	-7.070	0.991	98.02	94.05	95.95	21.13	Inf	-7.524	0.988	98.20	93.77	95.87	21.13	Inf	-6.982	0.983	98.04	93.97	95.83	21.13	Inf	-7.477	0.988	98.22	93.94	95.97	21.13	21.13	0.00	0.00
10/10/2021/2:43:43 AM	25400	10	F480/W60/M2000	Inf	-5.680	0.991	98.22	95.02	96.56	21.12	Inf	-6.030	0.984	98.11	94.56	96.29	21.12	Inf	-5.572	0.990	98.11	95.03	96.50	21.12	Inf	-6.232	0.974	98.44	94.49	96.32	21.12	Inf	-7.035	0.992	97.97	94.05	95.95	21.12	Inf	-7.521	0.989	98.07	93.77	95.85	21.12	Inf	-6.988	0.986	97.97	93.92	95.84	21.12	Inf	-7.452	0.989	98.23	93.94	95.97	21.12	21.12	0.00	0.00
10/10/2021/3:26:03 AM	27940	11	F480/W60/M2000	Inf	-5.752	0.990	98.16	94.98	96.56	21.12	Inf	-5.955	0.982	98.06	94.58	96.27	21.12	Inf	-5.664	0.989	98.07	94.87	96.45	21.12	Inf	-6.220	0.974	98.28	94.47	96.29	21.12	Inf	-7.126	0.993	98.00	93.95	95.93	21.12	Inf	-7.550	0.989	98.12	93.78	95.86	21.12	Inf	-7.093	0.985	98.14	93.92	95.80	21.12	Inf	-7.562	0.989	98.21	93.90	95.95	21.12	21.13	0.00	0.00
10/10/2021/4:08:23 AM	30480	12	F480/W60/M2000	Inf	-5.712	0.990	98.20	94.96	96.56	21.11	Inf	-6.042	0.982	98.11	94.47	96.27	21.11	Inf	-5.632	0.989	98.18	94.95	96.48	21.11	Inf	-6.340	0.973	98.30	94.33	96.28	21.11	Inf	-7.184	0.993	97.93	93.89	95.89	21.11	Inf	-7.709	0.991	98.18	93.73	95.81	21.11	Inf	-7.166	0.987	97.96	93.85	95.77	21.11	Inf	-7.617	0.990	98.18	93.87	95.92	21.11	21.11	0.00	0.00
10/10/2021/4:50:43 AM	33020	13	F480/W60/M2000	Inf	-5.559	0.992	98.15	94.98	96.55	21.11	Inf	-5.926	0.983	98.21	94.55	96.27	21.11	Inf	-5.560	0.990	98.06	94.91	96.42	21.11	Inf	-6.166	0.975	98.16	94.30	96.27	21.11	Inf	-7.204	0.994	97.93	93.88	95.85	21.11	Inf	-7.674	0.991	98.08	93.67	95.76	21.11	Inf	-7.254	0.988	97.96	93.81	95.70	21.11	Inf	-7.552	0.990	98.20	93.88	95.87	21.11	21.11	0.00	0.00
10/10/2021/5:33:03 AM	35560	14	F480/W60/M2000	Inf	-5.589	0.988	98.12	94.93	96.55	21.13	Inf	-5.867	0.978	98.06	94.39	96.26	21.13	Inf	-5.381	0.986	98.00	94.91	96.45	21.13	Inf	-6.142	0.969	98.28	94.39	96.27	21.13	Inf	-7.185	0.992	97.89	93.80	95.82	21.13	Inf	-7.631	0.990	98.10	93.63	95.75	21.13	Inf	-7.239	0.986	97.92	93.68	95.65	21.13	Inf	-7.495	0.990	98.20	93.88	95.87	21.13	21.13	0.00	0.00
10/10/2021/6:15:23 AM	38100	15	F480/W60/M2000	Inf	-5.613	0.989	98.13	94.91	96.50	21.12	Inf	-5.814	0.978	98.06	94.54	96.23	21.12	Inf	-5.490	0.986	98.07	94.91	96.39	21.12	Inf	-6.161	0.967	98.32	94.21	96.24	21.12	Inf	-7.347	0.993	97.88	93.65	95.74	21.12	Inf	-7.745	0.990	98.05	93.52	95.69	21.12	Inf	-7.363	0.986	97.85	93.71	95.60	21.12	Inf	-7.557	0.989	98.15	93.73	95.82	21.12	21.12	0.00	0.00
10/10/2021/6:57:43 AM	40640	16	F480/W60/M2000	Inf	-5.650	0.989	98.15	94.93	96.50	21.13	Inf	-5.828	0.979	98.13	94.41	96.20	21.13	Inf	-5.456	0.985	97.98	94.86	96.39	21.13	Inf	-6.126	0.969	98.24	94.43	96.26	21.13	Inf	-7.557	0.993	97.83	93.61	95.72	21.13	Inf	-7.969	0.991	98.02	93.30	95.64	21.13	Inf	-7.459	0.986	97.88	93.60	95.56	21.13	Inf	-7.732	0.989	98.12	93.69	95.77	21.13	21.13	0.00	0.00
10/10/2021/7:40:03 AM	43180	17	F480/W60/M2000	Inf	-5.486	0.985	98.18	95.00	96.48	21.13	Inf	-5.595	0.975	97.93	94.52	96.19	21.13	Inf	-5.313	0.984	97.93	94.92	96.37	21.13	Inf	-6.090	0.960	98.27	94.38	96.24	21.13	Inf	-7.700	0.994	97.88	93.51	95.66	21.13	Inf	-8.190	0.991	98.11	93.30	95.59	21.13	Inf	-7.718	0.988	97.88	93.52	95.52	21.13	Inf	-7.882	0.990	98.05	93.61	95.72	21.13	21.13	0.00	0.00
