"","Chamber.No","Ind","Mass","Volume","Date.Time","Phase","Temp","Slope.with.BR","Slope","SE","R2","MR.abs.with.BR","BR","MR.abs","MR.mass","DO.unit","Trial","Temperature","Event"
"1","CH1","1",17.58,317,(2021-Dec-02 19:53:52),"M12",31.0178333333333,-0.00160420228689866,-0.00131894128745625,4.84794294387578e-05,0.939340851451454,1.72918889547551,17.7821090128164,1.42170264104454,80.8704573973002,"mg O2","SMR",31,1
"2","CH2","2",17.28,317,(2021-Dec-02 19:44:22),"M11",31.0286666666667,-0.0103617562908833,-0.0102184727122508,7.37202231502268e-05,0.996991567506106,11.1802521438127,1.38281170305557,11.025650308737,638.058466940797,"mg O2","SMR",31,1
"3","CH3","3",21.28,317,(2021-Dec-02 20:22:22),"M15",31.0186666666667,-0.0111175907168486,-0.0109468986244329,4.82387187006377e-05,0.998879830780967,11.8356981364313,1.53533347973516,11.6539807003823,547.649469002927,"mg O2","SMR",31,1
"4","CH4","4",20.2,317,(2021-Dec-02 19:53:52),"M12",31.0178333333333,-0.0103018536749286,-0.0101408756014476,0.000120908804070686,0.991853102591709,11.0073246145877,1.56261269632194,10.8353227626348,536.402116962117,"mg O2","SMR",31,1
"5","CH5","5",18.52,317,(2021-Dec-02 20:41:22),"M17",31.01,-0.0099655014535427,-0.00981031418639862,4.85807956648198e-05,0.998579756811633,10.7082103458723,1.55724494013199,10.5414572820825,569.193157779835,"mg O2","SMR",31,1
"6","CH6","6",18.05,317,(2021-Dec-02 21:00:22),"M19",31.012,-0.00817128285337015,-0.0080149052075166,5.16440203759679e-05,0.997600267639688,8.79409803245403,1.91374657639044,8.62580128243352,477.883727558644,"mg O2","SMR",31,1
"7","CH7","7",21.6,317,(2021-Dec-02 20:31:52),"M16",31.0186666666667,-0.0114706002787917,-0.0112716782160651,6.51976190294915e-05,0.998070686558156,12.1982951604783,1.73419052091311,11.9867534820922,554.942290837604,"mg O2","SMR",31,1
"8","CH8","8",20.23,317,(2021-Dec-02 20:31:52),"M16",31.0186666666667,-0.0110297912407338,-0.0108907549125985,4.80087175758102e-05,0.99887558890428,11.7839201274452,1.26055267140276,11.6353776074827,575.154602446007,"mg O2","SMR",31,1
