Date & time of file creation	9/21/2021 12:58 PM																																													
Raw data file path	C:\Users\New User\Desktop\MR Data 2021\Static MR_9.20.2021\MMR_27_LF_9.21.2021_raw.txt																																													
Data file path	C:\Users\New User\Desktop\MR Data 2021\Static MR_9.20.2021\MMR_27_LF_9.21.2021.txt																																													
																																														
																																														
CALIBRATION DATA																																														
Parameter/Channel	N moving average	LO input	HI input	LO value	HI value	LO cal temp [°C]	HI cal temp [°C]																																							
Chamber 1	1	56.0000	28.5000	0.00	100.00	21.91	20.65																																							
Chamber 2	1	56.0000	28.5500	0.00	100.00	21.91	20.65																																							
Chamber 3	1	56.0000	28.5000	0.00	100.00	21.91	20.65																																							
Chamber 4	1	56.0000	28.4000	0.00	100.00	21.91	20.65																																							
Chamber 5	1	60.3900	27.6600	0.00	100.00	20.00	20.00																																							
Chamber 6	1	60.3900	27.7000	0.00	100.00	20.00	20.00																																							
Chamber 7	1	60.3900	27.6500	0.00	100.00	20.00	20.00																																							
Chamber 8	1	60.3900	27.5200	0.00	100.00	20.00	20.00																																							
																																														
																																														
Ambient temp N°1	1	0.0000	0.0000	0.00	0.00	Not used	Not used																																							
																																														
																																														
																																														
																																														
																																														
EXPERIMENT DATA																																														
Parameter/Channel	Chamber vol [mL]	Tube vol [mL]	Wet weight [g]	Density [kg/L]	Fish length [cm]	Fish width [cm]	Fish depth [cm]	Cross section area [cm2]																																						
Chamber 1	270	47	17.010	1.00100000000000	0	Not used	Not used	Not used																																						
Chamber 2	270	47	14.51	0.967	Not used	Not used	Not used	Not used																																						
Chamber 3	270	47	16.17000000000000	1.01	Not used	Not used	Not used	Not used																																						
Chamber 4	270	47	12.52	1.04	Not used	Not used	Not used	Not used																																						
Chamber 5	270	47	11.74	0.99	0	Not used	Not used	Not used																																						
Chamber 6	270	47	14.24	0.99	Not used	Not used	Not used	Not used																																						
Chamber 7	270	47	11.7	0.99	Not used	Not used	Not used	Not used																																						
Chamber 8	270	47	10.050	1.00500000000000	Not used	Not used	Not used	Not used																																						
																																														
																																														
																																														
																																														
Date &Time [DD-MM-YYYY/HH:MM:SS]	Phase	Barometric pressure [hPa]	Salinity [‰]	CH1 O2 input [phase]	CH1 temp (°C)	CH1 O2 [%air sat.]	CH2 O2 input [phase]	CH2 temp (°C)	CH2 O2 [%air sat.]	CH3 O2 input [phase]	CH3 temp (°C)	CH3 O2 [%air sat.]	CH4 O2 input [phase]	CH4 temp (°C)	CH4 O2 [%air sat.]	CH5 O2 input [phase]	CH5 temp (°C)	CH5 O2 [%air sat.]	CH6 O2 input [phase]	CH6 temp (°C)	CH6 O2 [%air sat.]	CH7 O2 input [phase]	CH7 temp (°C)	CH7 O2 [%air sat.]	CH8 O2 input [phase]	CH8 temp (°C)	CH8 O2 [%air sat.]	CH1 Velocity input [V]	CH1 Velocity [cm/s]	CH5 Velocity input [V]	CH5 Velocity [cm/s]	AMB temp N°1 input [V]	AMB temp N°1 [°C]	AMB temp N°1 relay	AMB temp N°2 input [V]	AMB temp N°2 [°C]	AMB temp N°2 relay	AMB O2 N°1 input (V)	AMB O2 N°1 temp (°C)	AMB O2 N°1 [%air sat.]	AMB O2 N°1 relay	AMB O2 N°2 input (V)	AMB O2 N°2 temp (°C)	AMB O2 N°2 [%air sat.]	AMB O2 N°2 relay	User event
9/21/2021/12:58:41 PM	Flush	1013.0	0.0	28.7600	27.05	85.04	28.2000	27.05	89.99	28.2300	27.05	89.36	28.1700	27.05	89.10	27.2033	27.05	92.75	27.2400	27.05	92.75	27.2033	27.05	92.67	27.2000	27.05	91.64	NaN	NaN	NaN	NaN	27.0500	27.05	OFF	NaN	NaN	OFF	NaN	0.00	NaN	OFF	NaN	0.00	NaN	OFF	
9/21/2021/12:58:42 PM	Flush	1013.0	0.0	28.7700	27.05	84.96	28.1800	27.05	90.16	28.2300	27.05	89.36	28.1600	27.05	89.19	27.1875	27.05	92.89	27.2550	27.05	92.62	27.2100	27.05	92.61	27.1762	27.05	91.85	NaN	NaN	NaN	NaN	27.0500	27.05	OFF	NaN	NaN	OFF	NaN	0.00	NaN	OFF	NaN	0.00	NaN	OFF	
9/21/2021/12:58:43 PM	Flush	1013.0	0.0	28.7500	27.05	85.12	28.2100	27.05	89.91	28.2500	27.05	89.19	28.1900	27.05	88.94	27.1400	27.05	93.30	27.2750	27.05	92.44	27.2100	27.05	92.61	27.1725	27.05	91.88	NaN	NaN	NaN	NaN	27.0500	27.05	OFF	NaN	NaN	OFF	NaN	0.00	NaN	OFF	NaN	0.00	NaN	OFF	
9/21/2021/12:58:44 PM	Flush	1013.0	0.0	28.7500	27.05	85.12	28.2100	27.05	89.91	28.2400	27.05	89.28	28.1800	27.05	89.02	27.1275	27.05	93.41	27.2575	27.05	92.60	27.2125	27.05	92.58	27.1750	27.05	91.86	NaN	NaN	NaN	NaN	27.0500	27.05	OFF	NaN	NaN	OFF	NaN	0.00	NaN	OFF	NaN	0.00	NaN	OFF	
